method,data,num_subject,num_room,num_conflict,run,start,end,duration,status
mip,data_16_3_24_(1).txt,16,3,24,3,1675289357.5516436,1675289363.2498882,5.698244571685791,0
mip,data_16_3_24_(1).txt,16,3,24,4,1675289363.2500134,1675289369.2665825,6.016569137573242,0
mip,data_16_3_24_(1).txt,16,3,24,5,1675289369.26671,1675289374.7963855,5.529675483703613,0
mip,data_16_3_24_(2).txt,16,3,24,1,1675289374.796512,1675289378.09964,3.3031280040740967,0
mip,data_16_3_24_(2).txt,16,3,24,2,1675289378.0997322,1675289381.487961,3.3882288932800293,0
mip,data_16_3_24_(2).txt,16,3,24,3,1675289381.4881127,1675289384.662642,3.1745293140411377,0
mip,data_16_3_24_(2).txt,16,3,24,4,1675289384.6627553,1675289388.0443976,3.381642341613769,0
mip,data_16_3_24_(2).txt,16,3,24,5,1675289388.044479,1675289391.1641157,3.119637012481689,0
mip,data_16_3_24_(3).txt,16,3,24,1,1675289391.164194,1675289396.6233387,5.459144830703735,0
mip,data_16_3_24_(3).txt,16,3,24,2,1675289396.6234374,1675289401.998366,5.374928712844849,0
mip,data_16_3_24_(3).txt,16,3,24,3,1675289401.9984722,1675289406.9701822,4.971709966659546,0
mip,data_16_3_24_(3).txt,16,3,24,4,1675289406.9702778,1675289411.9690237,4.998745918273926,0
mip,data_16_3_24_(3).txt,16,3,24,5,1675289411.969172,1675289417.1476247,5.178452730178833,0
mip,data_16_3_24_(4).txt,16,3,24,1,1675289417.14773,1675289421.858878,4.711147785186768,0
mip,data_16_3_24_(4).txt,16,3,24,2,1675289421.859004,1675289426.606457,4.747452974319458,0
mip,data_16_3_24_(4).txt,16,3,24,3,1675289426.6065474,1675289431.4617035,4.855156183242798,0
mip,data_16_3_24_(4).txt,16,3,24,4,1675289431.4617772,1675289436.270666,4.808888673782349,0
mip,data_16_3_24_(4).txt,16,3,24,5,1675289436.2707486,1675289441.0172698,4.746521234512329,0
mip,data_16_3_40_(0).txt,16,3,40,1,1675289468.817009,1675289474.138437,5.321428060531616,0
mip,data_16_3_40_(0).txt,16,3,40,2,1675289474.1385262,1675289479.3294532,5.190927028656006,0
mip,data_16_3_40_(0).txt,16,3,40,3,1675289479.329518,1675289484.6582918,5.328773736953735,0
mip,data_16_3_40_(0).txt,16,3,40,4,1675289484.6583698,1675289489.9428787,5.284508943557739,0
mip,data_16_3_40_(0).txt,16,3,40,5,1675289489.9429543,1675289495.1493857,5.2064313888549805,0
mip,data_16_3_40_(1).txt,16,3,40,1,1675289495.1494577,1675289499.471148,4.321690320968628,0
mip,data_16_3_40_(1).txt,16,3,40,2,1675289499.4712408,1675289503.8602114,4.388970613479614,0
mip,data_16_3_40_(1).txt,16,3,40,3,1675289503.8603065,1675289507.7682388,3.9079322814941406,0
mip,data_16_3_40_(1).txt,16,3,40,4,1675289507.7683113,1675289511.5452816,3.776970386505127,0
mip,data_16_3_40_(1).txt,16,3,40,5,1675289511.5453722,1675289515.5992718,4.053899526596069,0
mip,data_16_3_40_(2).txt,16,3,40,1,1675289515.599368,1675289520.7554247,5.156056642532349,0
mip,data_16_3_40_(2).txt,16,3,40,2,1675289520.7554994,1675289525.7575366,5.002037286758423,0
mip,data_16_3_40_(2).txt,16,3,40,3,1675289525.7576008,1675289530.8956592,5.138058423995972,0
mip,data_16_3_40_(2).txt,16,3,40,4,1675289530.89573,1675289536.2136774,5.3179473876953125,0
mip,data_16_3_40_(2).txt,16,3,40,5,1675289536.2137537,1675289541.8821962,5.668442487716675,0
mip,data_16_3_40_(3).txt,16,3,40,1,1675289541.8822825,1675289546.2696648,4.38738226890564,0
mip,data_16_3_40_(3).txt,16,3,40,2,1675289546.2698717,1675289550.4225132,4.152641773223877,0
mip,data_16_3_40_(3).txt,16,3,40,3,1675289550.4225855,1675289554.294452,3.871866464614868,0
mip,data_16_3_40_(3).txt,16,3,40,4,1675289554.2946987,1675289557.9532688,3.658570051193237,0
mip,data_16_3_40_(3).txt,16,3,40,5,1675289557.9533331,1675289561.711675,3.7583417892456055,0
mip,data_16_3_40_(4).txt,16,3,40,1,1675289561.7119014,1675289567.9090655,6.197164297103882,0
mip,data_16_3_40_(4).txt,16,3,40,2,1675289567.9091177,1675289574.3146532,6.405535459518433,0
mip,data_16_3_40_(4).txt,16,3,40,3,1675289574.314716,1675289580.665116,6.350399971008301,0
mip,data_16_3_40_(4).txt,16,3,40,4,1675289580.6651742,1675289586.942741,6.277566432952881,0
mip,data_16_3_40_(4).txt,16,3,40,5,1675289586.942803,1675289593.5706246,6.627821922302246,0
mip,data_16_3_60_(0).txt,16,3,60,1,1675291079.9360824,1675291082.8734868,2.9374043941497803,0
mip,data_16_3_60_(1).txt,16,3,60,1,1675291082.873546,1675291417.8276448,334.95409870147705,0
mip,data_16_3_60_(2).txt,16,3,60,1,1675291417.8276956,1675291422.725484,4.8977885246276855,0
mip,data_16_3_60_(3).txt,16,3,60,1,1675291422.7255957,1675291427.6866722,4.961076498031616,0
mip,data_16_3_60_(4).txt,16,3,60,1,1675291427.686767,1675291430.742253,3.055485725402832,0
mip,data_20_4_24_(0).txt,20,4,24,1,1675291475.5184038,1675291481.054212,5.535808324813843,0
mip,data_20_4_24_(1).txt,20,4,24,1,1675291481.0542622,1675291486.4782798,5.424017667770386,0
mip,data_20_4_24_(2).txt,20,4,24,1,1675291486.4784043,1675291979.8269105,493.3485059738159,0
mip,data_20_4_24_(3).txt,20,4,24,1,1675291979.8269746,1675291987.7952526,7.968277931213379,0
mip,data_20_4_24_(4).txt,20,4,24,1,1675291987.7953176,1675291992.803702,5.008384466171265,0
mip,data_20_4_40_(0).txt,20,4,40,1,1675321316.8273044,1675321323.85648,7.029175519943237,0
mip,data_20_4_40_(1).txt,20,4,40,1,1675321323.856536,1675321349.6237776,25.767241716384888,0
mip,data_20_4_40_(2).txt,20,4,40,1,1675321349.6238523,1675321357.181134,7.557281732559204,0
mip,data_20_4_40_(3).txt,20,4,40,1,1675321357.1811848,1675321364.1854117,7.004226922988892,0
