subjects,number_student,rooms,num_seat,day,section
1,34,0,39,0,0
9,23,2,31,0,0
4,31,2,31,0,1
8,32,1,33,0,1
14,37,0,39,0,1
10,22,1,33,0,2
15,38,0,39,0,2
6,31,2,31,0,3
11,37,0,39,0,3
3,29,1,33,1,0
7,29,2,31,1,0
0,22,1,33,1,1
5,34,0,39,1,1
12,27,2,31,1,1
2,20,0,39,1,2
13,29,1,33,1,2
