subjects,number_student,rooms,num_seat,day,section
1,29,2,45,0,0
11,34,3,45,0,0
12,33,0,42,0,0
19,28,1,28,0,0
3,34,0,42,0,1
4,34,3,45,0,1
17,35,2,45,0,1
0,26,1,28,0,2
6,26,0,42,0,2
10,26,3,45,0,2
14,26,2,45,0,2
2,20,0,42,0,3
13,21,1,28,0,3
16,21,3,45,0,3
5,36,3,45,1,0
7,36,0,42,1,0
18,28,2,45,1,0
8,23,1,28,1,1
9,21,0,42,1,1
15,23,2,45,1,1
