subjects,number_student,rooms,num_seat,day,section
8,32,1,45,0,0
11,31,0,31,0,0
10,38,1,45,0,1
13,24,2,46,0,1
1,24,0,31,0,2
7,38,1,45,0,2
14,40,2,46,0,2
4,23,1,45,0,3
6,24,2,46,0,3
9,21,0,31,0,3
0,23,2,46,1,0
2,31,1,45,1,0
5,20,0,31,1,0
3,36,1,45,1,1
12,20,0,31,1,1
15,26,2,46,1,1
