subjects,number_student,rooms,num_seat,day,section
3,37,0,41,0,0
4,34,1,35,0,0
0,34,1,35,0,1
1,28,2,31,0,1
16,39,0,41,0,1
6,40,0,41,0,2
8,30,1,35,0,2
5,21,3,21,0,3
7,39,0,41,0,3
14,30,2,31,0,3
17,35,1,35,0,3
11,37,0,41,1,0
13,33,1,35,1,0
12,34,1,35,1,1
2,24,2,31,1,2
18,33,1,35,1,2
19,32,0,41,1,2
9,34,1,35,1,3
10,34,0,41,1,3
15,23,2,31,1,3
