subjects,number_student,rooms,num_seat,day,section
1,21,0,29,0,0
3,35,1,41,0,0
2,25,0,29,0,1
5,30,1,41,0,1
7,25,0,29,0,2
8,33,1,41,0,2
0,33,1,41,0,3
9,22,0,29,0,3
4,27,0,29,1,0
6,40,1,41,1,0
