subjects,number_student,rooms,num_seat,day,section
1,35,0,45,0,0
8,35,1,47,0,0
4,28,1,47,0,1
5,26,0,45,0,1
3,36,1,47,0,2
7,39,0,45,0,2
0,32,0,45,0,3
9,35,1,47,0,3
2,25,1,47,1,0
6,40,0,45,1,0
