subjects,number_student,rooms,num_seat,day,section
2,26,0,30,0,0
6,38,1,41,0,0
1,27,0,30,0,1
3,36,1,41,0,1
4,35,1,41,0,2
5,30,0,30,0,2
0,31,1,41,0,3
9,29,0,30,0,3
7,38,1,41,1,0
8,21,0,30,1,0
