subjects,number_student,rooms,num_seat,day,section
0,40,3,41,0,0
2,37,1,47,0,0
3,22,0,37,0,0
19,39,2,49,0,0
12,24,0,37,0,1
13,25,1,47,0,1
1,34,2,49,0,2
5,34,1,47,0,2
15,31,0,37,0,2
18,33,3,41,0,2
7,39,2,49,0,3
11,40,1,47,0,3
16,37,3,41,0,3
6,36,3,41,1,0
9,39,2,49,1,0
14,36,1,47,1,0
4,29,3,41,1,1
8,29,0,37,1,1
10,29,2,49,1,1
17,29,1,47,1,1
