subjects,number_student,rooms,num_seat,day,section
7,30,0,31,0,0
9,33,1,36,0,0
10,39,2,40,0,0
4,32,1,36,0,1
11,30,0,31,0,1
13,39,2,40,0,1
0,38,2,40,0,2
2,23,1,36,0,2
5,25,0,31,0,2
3,39,2,40,0,3
6,31,0,31,0,3
12,27,0,31,1,0
15,39,2,40,1,0
1,20,2,40,1,1
8,22,1,36,1,1
14,23,0,31,1,1
