subjects,number_student,rooms,num_seat,day,section
11,36,2,42,0,0
14,35,0,43,0,0
2,21,0,43,0,1
7,30,1,41,0,1
8,27,2,42,0,1
0,32,0,43,0,2
6,39,2,42,0,2
13,30,1,41,0,2
1,35,0,43,0,3
4,34,1,41,0,3
10,24,2,42,0,3
9,20,1,41,1,0
12,24,0,43,1,0
3,38,2,42,1,1
5,24,1,41,1,1
15,34,0,43,1,1
